5006	4005	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	16.04.2025 21:23:36
5007	4004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	16.04.2025 21:24:20
5008	3004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	16.04.2025 21:26:12
5009	4006	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	16.04.2025 21:27:15
5013	5010	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	16.04.2025 21:49:40
6002	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	17.04.2025 23:53:20
7002	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	18.04.2025 13:34:16
7003	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	18.04.2025 19:55:39
7004	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	18.04.2025 19:57:17
8002	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	18.04.2025 20:17:03
9002	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	18.04.2025 20:52:35
9003	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	18.04.2025 21:02:14
9004	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	18.04.2025 21:10:51
9005	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	18.04.2025 21:13:07
9006	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	18.04.2025 21:14:29
9007	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	18.04.2025 21:15:59
10002	6	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	19.04.2025 01:06:28
11002	1010	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	19.04.2025 14:37:10
12002	3004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	24.04.2025 15:35:51
13002	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	01.05.2025 18:29:25
14002	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	01.05.2025 23:17:02
14003	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	01.05.2025 23:23:02
14004	5011	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	02.05.2025 01:18:10
14005	4005	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	02.05.2025 01:18:27
14006	3004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	02.05.2025 01:18:43
15002	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	02.05.2025 10:49:32
15003	3004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	02.05.2025 10:50:23
15004	5009	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	02.05.2025 10:50:50
15005	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	02.05.2025 11:39:03
15006	4004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	02.05.2025 11:43:17
15007	5009	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	02.05.2025 11:43:43
16002	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	08.05.2025 15:46:03
16003	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	08.05.2025 15:55:36
16004	4004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	08.05.2025 16:19:36
16005	4004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	08.05.2025 16:22:51
16006	3004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	08.05.2025 16:24:17
16007	3004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	08.05.2025 16:24:21
16008	3004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	08.05.2025 16:26:20
16009	4004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	08.05.2025 16:26:33
16010	3004	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	08.05.2025 16:29:09
17002	5009	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	13.05.2025 14:05:52
17003	5009	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	13.05.2025 14:16:00
17004	5010	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	13.05.2025 14:16:53
18002	5	cdf03cbf-3c65-4f46-8fea-e76937d98e9b	17.05.2025 17:24:53
19007	4004	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19008	3004	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19009	3004	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19010	4004	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19011	5010	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19012	5010	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19013	5	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19014	5	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19015	5	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19016	1013	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19017	5	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19018	5	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19019	6	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19020	5	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19021	5	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19022	2007	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19023	5011	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19024	5	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	31.05.2025 20:19:00
19025	3004	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	21.05.2025 20:21:27
19026	3005	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	21.05.2025 20:30:18
19027	3005	d7d97c90-be54-4be1-a2f9-a8a0a43b4656	21.05.2025 20:30:55
NULL	NULL	NULL	NULL
